impulse_data_id	measurement_id	impulse_data_start_time	impulse_data_end_time	impulse_data_duration	impulse_data_threshold	impulse_data_min	impulse_data_avg	impulse_data_max	Threshold	ScanWindowSize	PreImpulseSize	PostImpulseSize	TimeOfMin	TimeOfMax	Severity	Rank
486518	102032	2020-11-16 6:11:45	2020-11-16 6:16:01	256	19.84616	52.38462	85.28192982	92.38462	258	200	200	500	2020-11-16 6:12:44	2020-11-16 6:13:27	0.9380650763	4
time_stamp	value
2020-11-16 06:13:50.0000000	76.76923
2020-11-16 06:13:50.2500000	76.69231
2020-11-16 06:13:50.5000000	76.69231
2020-11-16 06:13:50.7500000	76.84616
2020-11-16 06:13:51.0000000	76.76923
2020-11-16 06:13:51.2500000	76.46154
2020-11-16 06:13:51.5000000	76.92308
2020-11-16 06:13:51.7500000	76.76923
2020-11-16 06:13:52.0000000	76.92308
2020-11-16 06:13:52.2500000	76.76923
2020-11-16 06:13:52.5000000	77.07693
2020-11-16 06:13:52.7500000	77.23077
2020-11-16 06:13:53.0000000	77.46154
2020-11-16 06:13:53.2500000	77.53847
2020-11-16 06:13:53.5000000	77.69231
2020-11-16 06:13:53.7500000	77.84616
2020-11-16 06:13:54.0000000	77.92308
2020-11-16 06:13:54.2500000	78.30769
2020-11-16 06:13:54.5000000	78.53847
2020-11-16 06:13:54.7500000	79
2020-11-16 06:13:55.0000000	79.15385
2020-11-16 06:13:55.2500000	79.76923
2020-11-16 06:13:55.5000000	80.07693
2020-11-16 06:13:55.7500000	80.38462
2020-11-16 06:13:56.0000000	80.69231
2020-11-16 06:13:56.2500000	81
2020-11-16 06:13:56.5000000	81.38462
2020-11-16 06:13:56.7500000	81.61539
2020-11-16 06:13:57.0000000	81.76923
2020-11-16 06:13:57.2500000	82.23077
2020-11-16 06:13:57.5000000	82.53847
2020-11-16 06:13:57.7500000	82.92308
2020-11-16 06:13:58.0000000	83.23077
2020-11-16 06:13:58.2500000	83.76923
2020-11-16 06:13:58.5000000	84
2020-11-16 06:13:58.7500000	84.53847
2020-11-16 06:13:59.0000000	84.76923
2020-11-16 06:13:59.2500000	84.92308
2020-11-16 06:13:59.5000000	85.15385
2020-11-16 06:13:59.7500000	85.30769
2020-11-16 06:14:00.0000000	85.61539
2020-11-16 06:14:00.2500000	85.76923
2020-11-16 06:14:00.5000000	86.15385
2020-11-16 06:14:00.7500000	86.38462
2020-11-16 06:14:01.0000000	86.23077
2020-11-16 06:14:01.2500000	86.38462
2020-11-16 06:14:01.5000000	86.38462
2020-11-16 06:14:01.7500000	86.23077
2020-11-16 06:14:02.0000000	86.30769
2020-11-16 06:14:02.2500000	85.76923
2020-11-16 06:14:02.5000000	85.92308
2020-11-16 06:14:02.7500000	85.61539
2020-11-16 06:14:03.0000000	85.61539
2020-11-16 06:14:03.2500000	85.84616
2020-11-16 06:14:03.5000000	86.76923
2020-11-16 06:14:03.7500000	86.69231
2020-11-16 06:14:04.0000000	86.84616
2020-11-16 06:14:04.2500000	86.69231
2020-11-16 06:14:04.5000000	86.30769
2020-11-16 06:14:04.7500000	86.23077
2020-11-16 06:14:05.0000000	86.15385
2020-11-16 06:14:05.2500000	86.23077
2020-11-16 06:14:05.5000000	86.38462
2020-11-16 06:14:05.7500000	86.15385
2020-11-16 06:14:06.0000000	86.69231
2020-11-16 06:14:06.2500000	86.30769
2020-11-16 06:14:06.5000000	86
2020-11-16 06:14:06.7500000	86.30769
2020-11-16 06:14:07.0000000	85.84616
2020-11-16 06:14:07.2500000	85.92308
2020-11-16 06:14:07.5000000	85.61539
2020-11-16 06:14:07.7500000	85.53847
2020-11-16 06:14:08.0000000	85.53847
2020-11-16 06:14:08.2500000	85.15385
2020-11-16 06:14:08.5000000	85.07693
2020-11-16 06:14:08.7500000	85.07693
2020-11-16 06:14:09.0000000	84.69231
2020-11-16 06:14:09.2500000	84.61539
2020-11-16 06:14:09.5000000	84.61539
2020-11-16 06:14:09.7500000	84.30769
2020-11-16 06:14:10.0000000	84.30769
2020-11-16 06:14:10.2500000	84
